Id,Prediction
903,4580275
904,3908936
905,4417535
906,2932107.75
907,4020150.5
908,4124715.75
909,3603679.75
910,4073779.5
911,4650892.5
912,3648148.25
913,5036685.5
914,3863639.5
915,5383928
916,2675073
917,4630262
918,3677096.5
919,3890680.75
920,3660669.5
921,4894406
922,3386115.25
923,4765998.5
924,5290859
925,4724883
926,5895291.5
927,4351306
928,6526954
929,4698583
930,3640507
931,4231930
932,4557495.5
933,4920483
934,3416088
935,3567815.5
936,4532478
937,4501290
938,5036685.5
939,4669342
940,4453787
941,4242025
942,3268006.25
943,4847948.5
944,7702712.5
945,2252223
946,4656416
947,5631717
948,4131303.75
949,2101139.75
950,5572007
951,4425931
952,5169773
953,4532478
954,5208143.5
955,4865213.5
956,5153995
957,9052414
958,5170826.5
959,4410689.5
960,4802149.5
961,4378889
962,5016194.5
963,4666776.5
964,6928985.5
965,4772783.5
966,5048355.5
967,5751507
968,3430935.25
969,3490882
970,3603679.75
971,3913886.5
972,3546697.25
973,3307787.75
974,4061897.25
975,4220794
976,4861747
977,4180974.75
978,4242025
979,4939013.5
980,4663810
981,3839259.5
982,3351915
983,5109930
984,8243586
985,2226013.25
986,4289205
987,3911770.5
988,4905055
989,4311847
990,8781654
991,2343919
992,4751516.5
993,6055315
994,5036685.5
995,3281861.5
996,5159412.5
997,5893447
998,6301844
999,4803426.5
1000,4774819
1001,6233062
1002,4432192.5
1003,5036685.5
1004,5426446
1005,3649410.25
1006,5228359
1007,3109929.75
1008,4532478
1009,3819972.5
1010,3752353.25
1011,4399206.5
1012,1746912.875
1013,4106438.25
1014,3942193.75
1015,5350408.5
1016,4378889
1017,5897486.5
1018,4175613.75
1019,5407935
1020,3872067
1021,4236070.5
1022,5453768.5
1023,4457451
1024,4637306
1025,4717242.5
1026,4830355.5
1027,4042342.25
1028,4557495.5
1029,2949234.5
1030,4984812.5
1031,2459785
1032,4464785
1033,4557495.5
1034,3908544
1035,4295327.5
1036,4609415.5
1037,3561953.75
1038,3519129.25
1039,4546276.5
1040,5140503
1041,4861747
1042,4166441.25
1043,2045622.25
1044,3918034
1045,4300459.5
1046,3885160.75
1047,4971886.5
1048,3399569.5
1049,5271928
1050,4865213.5
1051,5576319
1052,4275252.5
1053,3341113
1054,4677412
1055,3165143.5
1056,5637711
1057,4656416
1058,3985214.25
1059,5594692
1060,4073779.5
1061,4418178
1062,6538055.5
1063,4333473.5
1064,4519552
1065,5282135.5
1066,5773298
1067,4728984
1068,4192132.25
1069,4623926
1070,4676135
1071,4289067
1072,4865213.5
1073,5330132.5
1074,5221942
1075,4849329.5
1076,4360377.5
1077,3399569.5
1078,3038198
1079,5464663.5
1080,5004626
1081,3919967.5
1082,5130408
1083,4189018
1084,2083823
1085,3358263.25
1086,5637711
1087,2272434.25
1088,3049417
1089,2422974.75
1090,4073779.5
1091,5106401
1092,3938192.25
1093,3146274.5
1094,3880653
1095,3896758.75
1096,4051885.25
1097,4705579.5
1098,5397712.5
1099,3132668.75
1100,6374696
1101,4428523
1102,4275252.5
1103,5131425
1104,4700724
1105,3561953.75
1106,4867751.5
1107,4468705.5
1108,3885160.75
1109,3140574.5
1110,4807616.5
1111,4466938
1112,3842169.25
1113,4669342
1114,3677188
1115,4027877.5
1116,4519552
1117,5675239.5
1118,5819395
1119,5260848.5
1120,4136353.25
1121,3165143.5
1122,4073779.5
1123,7843375.5
1124,4644793
1125,5898732
1126,4999247
1127,4480723
1128,3876628.25
1129,3164289.75
1130,4073779.5
1131,6176259
1132,3038198
1133,4418393
1134,4474472.5
1135,3235197.5
1136,4849329.5
1137,5016194.5
1138,5277367
1139,4851541
1140,3751721.5
1141,4426572
1142,3639710.75
1143,5109121
1144,4059259.5
1145,5439995.5
1146,3105980.25
1147,4694359.5
1148,3519057.25
1149,8403502
1150,3750810
1151,2829520.75
1152,7452290
1153,4971886.5
1154,5423368
1155,3355543
1156,4073779.5
1157,4289205
1158,4596722.5
1159,2523751.5
1160,3813960.5
1161,4383965
1162,4810005
1163,2885450.5
1164,4038036.25
1165,2702564.5
1166,4351306
1167,6172818.5
1168,4653659
1169,4837588
1170,4432192.5
1171,3325036
1172,3235197.5
1173,5153995
1174,3721388.25
1175,4392653.5
1176,4432192.5
1177,6063751
1178,4559542
1179,4794361.5
1180,4830355.5
1181,4945871
1182,6176259
1183,6335988.5
1184,3752770.25
1185,4258543.5
1186,4073779.5
1187,2814279.25
1188,7843375.5
1189,3885160.75
1190,5751507
1191,7000921
1192,3845342.5
1193,2285302.5
1194,7267367
1195,4971886.5
1196,4563843.5
1197,4383965
1198,3527802.75
1199,4599774
1200,8781654
1201,5661086.5
1202,3839158.75
1203,3479891.75
1204,5148919
1205,4242025
1206,5079676.5
1207,3675027.25
1208,3751721.5
1209,4436046.5
1210,5470754
1211,8158846.5
1212,3858268.75
1213,4395878
1214,3661946.5
1215,4758250.5
1216,5193268.5
1217,4875635.5
1218,4861747
1219,5014053.5
1220,3006756.75
1221,3639710.75
1222,4519552
1223,5468668.5
1224,5408073
1225,4378889
1226,6066978
1227,8302074.5
1228,2951794.25
1229,4807059
1230,3784997.25
1231,3893016.25
1232,2308659
1233,6269511.5
1234,5153995
1235,4311847
1236,4658533.5
1237,3461458.5
1238,4038036.25
1239,3602563
1240,3462028
1241,4175613.75
1242,5751275
1243,4192132.25
1244,5607618
1245,5748281
1246,4747662.5
1247,4351306
1248,2943501.5
1249,5532011
1250,3325036
1251,5034565
1252,4577986.5
1253,6030878.5
1254,3736469.75
1255,2659189.5
1256,3982828
1257,4768611.5
1258,4714522.5
1259,3615489.25
1260,4401663
1261,6030878.5
1262,5704102.5
1263,3281861.5
1264,4860584
1265,3480614
1266,4311847
1267,6030311
1268,4015322.5
1269,4360377.5
1270,3321726.25
1271,5044714
1272,3666016.75
1273,3355543
1274,4192132.25
1275,5470754
1276,4991166.5
1277,5260848.5
1278,3567815.5
1279,3721388.25
1280,5954470
1281,3640507
1282,4223514
1283,1812358.125
1284,5293721.5
1285,5071108.5
1286,4166441.25
1287,3368538.5
1288,5322241
1289,3508942
1290,4351306
1291,3313971.5
1292,7282781
1293,6662541
1294,5625215.5
1295,6483212.5
1296,4594177
1297,3705301
1298,4217213
1299,3209170
1300,4557495.5
1301,4180093.75
1302,3156790
1303,4810005
1304,7524455.5
1305,5506993.5
1306,4837588
1307,5532011
1308,4073779.5
1309,1459407.875
1310,4243302
1311,3820882.75
1312,4600438
1313,5576319
1314,5395147
1315,3399569.5
1316,4532478
1317,4441705
1318,4734840
1319,4741401.5
1320,5898732
1321,4294178
1322,5558386.5
1323,3569528.75
1324,4467571
1325,2585261.25
1326,5170656
1327,4057894.75
1328,3649410.25
1329,4457451
1330,5590117.5
1331,3294071.25
1332,5769277
1333,4597999.5
1334,3568711
1335,4694359.5
1336,3462735.5
1337,4098409.75
1338,3239677
1339,3427716.75
1340,4311847
1341,5916527
1342,3432228.5
1343,3358263.25
1344,9712406
1345,3698608.75
1346,3602563
1347,3740916.75
1348,3567815.5
1349,4299325.5
1350,4891709.5
1351,5012055
1352,3845342.5
1353,4865213.5
1354,4796545
1355,5106401
1356,4289205
1357,4865213.5
1358,4803640.5
1359,2675073
1360,3053190.25
1361,6634958
1362,4069066.5
1363,5077298.5
1364,3790109
1365,4702859.5
1366,4519552
1367,4224776.5
1368,4519552
1369,7781274.5
1370,4147264.75
1371,3885160.75
1372,8961538
1373,5000800.5
1374,4298047.5
1375,4830355.5
1376,4121679.25
1377,3677188
1378,6231997
1379,4978251
1380,4540839
1381,6884908.5
1382,4175613.75
1383,5277367
1384,2613601
1385,4289205
1386,4069066.5
1387,3592061.5
1388,4424792
1389,4434912.5
1390,4210643
1391,2996897.5
1392,1884409.125
1393,5208156.5
1394,5039067
1395,3404833.5
1396,3995132.75
1397,5773298
1398,4759158.5
1399,4242025
1400,3848957.25
1401,5697789
1402,4519552
1403,4412132.5
1404,2998285
1405,5032713
1406,2920184.25
1407,5012055
1408,3724997
1409,6084747
1410,4666776.5
1411,4102411.25
1412,4861747
1413,5501544
1414,3816968.25
1415,3992353.5
1416,4856310
1417,4275258
1418,3520161.5
1419,5254484
1420,6972422
1421,3943543.25
1422,5229466.5
1423,6959787
1424,5131671.5
1425,5813330.5
1426,3576177.5
1427,5012055
1428,4026514.75
1429,3358263.25
1430,7267367
1431,2765747
1432,5397712.5
1433,4419671
1434,2605019
1435,4619051
1436,4175017.25
1437,3299970.75
1438,3038198
1439,7510287
1440,4694359.5
1441,4351306
1442,3038198
1443,5036685.5
1444,7945192
1445,4153439.25
1446,6655954
1447,5038974
1448,3771715.75
1449,6678120
1450,5322241
1451,3599634.75
1452,4894745.5
1453,2776049.75
1454,8945396
1455,4210643
1456,5000800.5
1457,3920599.25
1458,4700724
1459,4694359.5
1460,4168670.75
1461,3524440.5
1462,5434658.5
1463,3883865.5
1464,3999012.5
1465,4811282
1466,5130408
1467,4835022.5
1468,3756198.75
1469,4694359.5
1470,5773298
1471,4263312
1472,5637711
1473,3408554.75
1474,4635180.5
1475,3211427.75
1476,4289205
1477,4970814
1478,4835022.5
1479,5347688.5
1480,5612694
1481,4847948.5
1482,5639000
1483,4541611.5
1484,4383965
1485,4617246
1486,4073779.5
1487,5637711
1488,4676199.5
1489,5075349
1490,4096559
1491,3464018.75
1492,3790068.5
1493,4351306
1494,5055188.5
1495,7707788.5
1496,9233988
1497,4709719.5
1498,4586639.5
1499,3843661.75
1500,3772330.75
1501,4666776.5
1502,4072899.75
1503,5524334.5
1504,3813241
1505,7332921
1506,2922963.75
1507,3239909.75
1508,3858268.75
1509,5079676.5
1510,3446016.5
1511,6030878.5
1512,6805280
1513,4874285.5
1514,5350408.5
1515,5434723
1516,5584538
1517,5426446
1518,4666776.5
1519,9253708
1520,4519552
1521,3235347.25
1522,5940685.5
1523,6651458.5
1524,3829458.5
1525,3666016.75
1526,4704339
1527,4150943.25
1528,3800253.75
1529,4199387.5
1530,4053825
1531,4234364
1532,4557495.5
1533,5713183
1534,3666016.75
1535,9555822
1536,5714119.5
1537,5013336.5
1538,4532478
1539,4378889
1540,5596810
1541,5214821.5
1542,6831723
1543,5495771
1544,8315429.5
1545,3281861.5
1546,3995132.75
1547,2996897.5
1548,5637711
1549,4210643
1550,5153995
1551,6360147
1552,3835472.75
1553,4669342
1554,3614857.5
1555,4085303.75
1556,4876468
1557,5704102.5
1558,3424574.5
1559,3995132.75
1560,5526192.5
1561,4666776.5
1562,3024399.75
1563,4296759.5
1564,3995132.75
1565,5316270.5
1566,3567815.5
1567,3418725.5
1568,2661274.75
1569,3683068.75
1570,3785012.25
1571,4563849.5
1572,7114535
1573,3509079.25
1574,4117484
1575,3984799.5
1576,4242025
1577,3943594.5
1578,3156790
1579,5954470
1580,4189411.75
1581,4069066.5
1582,3325036
1583,3307857
1584,4519552
1585,4984916.5
1586,4180093.75
1587,4943799.5
1588,5379053
1589,4600438
1590,3536635.25
1591,3388356
1592,4222284.5
1593,4694359.5
1594,4113005.75
1595,4835022.5
1596,3885160.75
1597,3325036
1598,3287824.75
1599,5338019
1600,5426446
1601,3567815.5
1602,3299876.75
1603,4676135
1604,5773298
1605,3907446.25
1606,4133122.25
1607,4995581.5
1608,5144612.5
1609,4865213.5
1610,5369245
1611,3995718.75
1612,3161263.75
1613,4425931
1614,4519552
1615,4538738
1616,4305191
1617,3478928.25
1618,4230770
1619,5740425.5
1620,4557357.5
1621,5931391
1622,3699288.25
1623,4849329.5
1624,5000800.5
1625,4865213.5
1626,5748281
1627,4003725
1628,7009796
1629,4594818
1630,3355543
1631,4546276.5
1632,7827491.5
1633,4666776.5
1634,4187537.25
1635,6658353.5
1636,5565593
1637,4711841
1638,3288209.25
1639,4613913.5
1640,3504880.75
1641,4532478
1642,5455227
1643,3201473
1644,3772072
1645,3859545.75
1646,4629046
1647,4759158.5
1648,4105559.75
1649,3764815.25
1650,4759158.5
1651,4378889
1652,2591220.75
1653,4271801
1654,2868784
1655,4026514.75
1656,3696906.75
1657,4237312
1658,4849329.5
1659,3536433.5
1660,4289205
1661,6047397
1662,4073779.5
1663,3872067
1664,3038198
1665,5016194.5
1666,4425931
1667,4571802.5
1668,4861747
1669,4724883
1670,4159674.75
1671,5118637
1672,5153058.5
1673,5470754
1674,4913114
1675,4978251
1676,5148919
1677,4532478
1678,3885160.75
1679,4557495.5
1680,5002077.5
1681,3599550.25
1682,4412132.5
1683,6057145.5
1684,3632007.75
1685,5626358.5
1686,2491802
1687,4154604.25
1688,3704679.5
1689,5274647
1690,7565848.5
1691,3461900
1692,4095066
1693,6232756
1694,2337680.75
1695,5607618
1696,5016194.5
1697,4242025
1698,3677188
1699,5071592.5
1700,5294480
1701,5607618
1702,3657025.5
1703,3889634.25
1704,3464018.75
1705,4068783.5
1706,3356194.5
1707,4003725
1708,4842664
1709,4519603.5
1710,3764815.25
1711,5773298
1712,4093333.75
1713,4219107.5
1714,3743789
1715,4247673.5
1716,6052473
1717,4924368.5
1718,3765418.75
1719,5441090
1720,4532478
1721,5593584
1722,4295327.5
1723,6019229.5
1724,4555258
1725,4676135
1726,3485325.75
1727,3805599.75
1728,4311847
1729,4059259.5
1730,5180301
1731,3861540.25
1732,2680334.25
1733,5284779.5
1734,4043033.25
1735,4686939.5
1736,4341985
1737,5038974
1738,4106438.25
1739,5661779.5
1740,2716537.5
1741,6521537
1742,3492423.5
1743,8819598
1744,3561953.75
1745,3677096.5
1746,3358263.25
1747,5373188
1748,4924368.5
1749,4659330.5
1750,5005130
1751,3480614
1752,3325036
1753,4796545
1754,4971382.5
1755,4247078.5
1756,2523751.5
1757,4425931
1758,3893016.25
1759,7114535
1760,4880455
1761,3495143.75
1762,4073779.5
1763,4196123.5
1764,3477977
1765,5131829.5
1766,3784997.25
1767,9097124
1768,4794120.5
1769,4765998.5
1770,3982206.5
1771,4298047.5
1772,3161263.75
1773,4548996.5
1774,3632007.75
1775,4069066.5
1776,5517211.5
1777,4003725
1778,5254723.5
1779,4223514
1780,5274975
1781,2659189.5
1782,5028573.5
1783,3602563
1784,3567815.5
1785,5031609.5
1786,5383928
1787,4803044.5
1788,3872067
1789,4857802
1790,3523789
1791,4700724
1792,4261580
1793,4990824
1794,2844557
1795,4242025
1796,5106401
1797,4149535.25
1798,4073779.5
1799,3721388.25
1800,3235197.5
1801,4273825.5
1802,4160906.25
1803,3704679.5
1804,5109121
1805,4399206.5
1806,5193268.5
1807,4135795.75
1808,3567815.5
1809,4189411.75
1810,3477977
1811,5607618
1812,3640507
1813,4420233
1814,4876468
1815,5710197
1816,4686939.5
1817,5316057
1818,4418178
1819,3984699
1820,2984018.25
1821,4949374
1822,5191938
1823,4837588
1824,6967310
1825,3256343
1826,4557495.5
1827,3235197.5
1828,3430935.25
1829,3907532
1830,4396891
1831,5293721.5
1832,4875173.5
1833,4596722.5
1834,3912183
1835,3329515.5
1836,5214725.5
1837,3850234.25
1838,3813241
1839,5426446
1840,3306719.75
1841,4857307
1842,6985300.5
1843,4304040.5
1844,5117620
